"name","DNA_97_S38","DNA73_S32","DNA76_S35"
"Tulanevirus 60ahydrpp",0,0,0
"Tulanevirus aes12",0,0,0
"Tulanevirus aes508",0,0,0
"Tunavirus ISF001",0,0,0
"Tunavirus T1",0,0,0
"Tungrovirus oryzae",0,0,0
"Tupanvirus altamarinense",2,1,0
"Tupanvirus salinum",0,4,0
"Tupavirus durham",0,0,0
"Turbidovirus joshkayV",0,0,0
"Twortvirus twort",0,0,0
"Tybeckvirus SAC12B",0,0,0
"Tybeckvirus tv521B",0,0,0
"Tymovirus abelmoschi",0,0,0
"Tymovirus plantagonis",0,2,0
"Uetakevirus phiV10",0,0,0
"Ulegvirus freckenfeldense",0,0,0
"Unaquatrovirus uv1A4",0,0,0
"Unosvirus UNOSLW1",0,0,0
"Unuamitovirus scsc1",0,0,0
"Unyawovirus DUPPII",0,0,0
"Usarudivirus acidum",0,0,0
"Usarudivirus yellowstonense",0,0,0
"Uukuvirus rukutamaense",0,0,0
"Uukuvirus yongjiaense",0,0,0
"Uwajimavirus PLgW1",0,0,1
"Valbvirus ValB1MD2",0,0,0
"Vapochuvirus trialeurodis",0,0,0
"Vapseptimavirus VAP7",0,0,0
"Varicellovirus bovinealpha5",0,0,0
"Varicellovirus bubalinealpha1",0,0,0
"Varicellovirus canidalpha1",1,1,0
"Varicellovirus caprinealpha1",0,0,0
"Varicellovirus cervidalpha2",1,0,1
"Varicellovirus equidalpha1",0,0,0
"Varicellovirus equidalpha4",0,0,0
"Varicellovirus equidalpha9",0,0,0
"Varicellovirus felidalpha1",0,0,0
"Varicellovirus monodontidalpha1",0,0,0
"Varicellovirus phocidalpha1",0,0,0
"Varicellovirus suidalpha1",0,0,0
"Varicosavirus alopecuri",0,0,0
"Varicosavirus lactucae",0,0,0
"Varunavirus BUCT194",0,0,0
"Vectrevirus sp. 'cee'",0,0,0
"Veewebvirus vwb",0,0,0
"Velarivirus tricordylinae",0,0,0
"Vellamovirus rhodeisland44",0,0,0
"Vellamovirus syn1",0,0,0
"Vequintavirus JES2013",0,0,0
"Vequintavirus SYGMH1",0,0,0
"Vequintavirus phiWec193",0,0,0
"Veravirus septentrionalis",0,0,0
"Verticillium dahliae partitivirus 1",0,0,0
"Vesiculovirus carajas",0,0,0
"Vesiculovirus chandipura",0,0,0
"Vesiculovirus mediterranean",0,0,0
"Vesiculovirus mejal",0,0,0
"Vesiculovirus perinet",0,0,0
"Vesiculovirus piry",0,0,0
"Vespertilionpoxvirus eptesipox",0,0,0
"Vicoquintavirus Pvco5",0,0,0
"Victorivirus jyu",0,0,0
"Vipetofemvirus nattely",0,0,0
"Vipetofemvirus vipetofem",0,0,0
"Vipunavirus pVp1",0,0,0
"Vitivirus vaccinii",0,0,0
"Vojvodinavirus MW2",0,0,0
"Votkovvirus S28C10",0,0,0
"Waedenswilvirus S6",0,0,9
"Waewaevirus limezero",0,0,0
"Wakandavirus wakanda",0,0,0
"Wanderervirus wanderer",0,0,0
"Wanjuvirus PP2",0,0,0
"Warsawvirus wv3MF5",0,0,0
"Watanabevirus wv3521",0,0,0
"Wbetavirus mcsteamy",0,0,0
"Weaselvirus weasel",0,0,0
"Webervirus F20",3,0,0
"Webervirus FZ10",1,0,0
"Webervirus KL",0,0,0
"Webervirus pK8",0,0,0
"Webervirus shelby",0,0,0
"Wellingtonvirus wellington",0,0,0
"Wenling picorna-like virus 4",0,0,0
"Wenzhou picorna-like virus 14",0,0,0
"Wenzhou picorna-like virus 28",0,0,0
"Wenzhou picorna-like virus 36",0,0,0
"Wenzhou picorna-like virus 40",0,0,0
"Wenzhou picorna-like virus 44",0,0,0
"Wenzhou tombus-like virus 11",728,1391,974
"Wenzhou tombus-like virus 8",0,0,0
"White spot syndrome virus",0,0,0
"Whopevirus animalis",0,0,0
"Wifcevirus WFC",0,0,0
"Wilsonroadvirus Sd1",0,0,1
"Winklervirus chi14",0,0,0
"Winklervirus xtwenty",1,0,0
"Woesvirus woes",0,0,0
"Wongtaivirus HK542",0,0,0
"Wotdevirus murinus",0,0,0
"Wphvirus BPS10C",0,0,0
"Wphvirus BPS13",0,0,0
"Wphvirus WPh",0,0,0
"Wroclawvirus PA5oct",0,0,0
"Wuhan arthropod virus 2",0,1,0
"Wuhan coneheads virus 1",0,0,0
"Wuhan heteroptera virus 2",0,0,0
"Wuhan insect virus 11",0,0,0
"Wuhan insect virus 13",0,0,0
"Xenophyvirus mathesonense",0,0,0
"Xooduovirus Xoosp2",0,0,1
"Xoxocotlavirus X228B",0,0,0
"Xuquatrovirus PTXU04",0,0,0
"Yangvirus yang",0,0,0
"Yatapoxvirus tanapox",0,0,0
"Yatapoxvirus yabapox",0,0,0
"Yautsimvirus HK140",0,0,0
"Yellowseavirus thirtyeight",0,0,0
"Yellowstone lake mimivirus",0,0,0
"Yellowstone lake phycodnavirus 1",0,1,0
"Yellowstone lake phycodnavirus 2",0,0,0
"Yihwangvirus pW4",0,0,0
"Yoloswagvirus yoloswag",0,0,1
"Yonginvirus EaP8",10,234,111
"Yongsan iflavirus 1",0,0,0
"Yonseivirus N137",0,0,0
"Yonseivirus seifer",0,0,0
"Youngvirus G1",0,0,0
"Yuavirus LKO4",0,0,0
"Yuavirus yua",0,0,0
"Yushanluvirus satich",0,0,0
"Yvonnevirus yvonnetastic",0,0,0
"Zedzedvirus zz1",0,0,0
"Zetavirus zeta1847",0,0,0
"Zhangqianvirus IME1354",0,0,0
"Zhejiang mosquito virus 1",10532,6650,2429
"Zhonglingvirus SAP012",0,1,0
"Zhoulongquanvirus esscess",0,1,1
"Zurivirus zuri",0,0,0
